                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	       Dolomite(dis)	
  9.226719611701e-05	  2.295616146059e-04	  1.563793439440e-04	  5.871554195149e-04	  9.772967805594e+00	  1.748797285633e-10	 -5.006874270104e+00	  1.239392049931e-04	  0.000000000000e+00	
  9.492992683699e-05	  2.158033327359e-04	  1.395645851395e-04	  5.206933210384e-04	  9.786703565176e+00	  1.692121601459e-10	 -4.865736905152e+00	  0.000000000000e+00	  0.000000000000e+00	
  9.487489009586e-05	  2.157482959319e-04	  1.395645850670e-04	  5.206933207679e-04	  9.786515879534e+00	  1.692849021486e-10	 -4.864466684800e+00	  1.236473429599e-04	  0.000000000000e+00	
  9.754737366092e-05	  2.031794408283e-04	  1.236352591523e-04	  4.583627009955e-04	  9.799851698124e+00	  1.639547792606e-10	 -4.928981793122e+00	  0.000000000000e+00	  0.000000000000e+00	
  9.749539118152e-05	  2.031274582973e-04	  1.236352590920e-04	  4.583627007719e-04	  9.799679830231e+00	  1.640192873990e-10	 -4.906985101889e+00	  1.233729781114e-04	  0.000000000000e+00	
  1.001401306751e-04	  1.917601959812e-04	  1.086975374018e-04	  4.004749450862e-04	  9.812467411499e+00	  1.590625402384e-10	  8.493754690945e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.000924946135e-04	  1.917125598789e-04	  1.086975373535e-04	  4.004749449082e-04	  9.812314579048e+00	  1.591181607560e-10	  8.494502546523e+00	  1.231216534054e-04	  0.000000000000e+00	
  1.026695509673e-04	  1.815368968150e-04	  9.482439109930e-05	  3.472355938530e-04	  9.824415843414e+00	  1.545619607369e-10	 -5.094795541523e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.026270998910e-04	  1.814944457077e-04	  9.482439106197e-05	  3.472355937163e-04	  9.824283513703e+00	  1.546087292198e-10	 -5.090191582572e+00	  1.228975420271e-04	  0.000000000000e+00	
  1.051008029356e-04	  1.724692125985e-04	  8.207251758169e-05	  2.987467528232e-04	  9.835590159204e+00	  1.504662965600e-10	 -5.027168348820e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.050640338365e-04	  1.724324434765e-04	  8.207251755387e-05	  2.987467527219e-04	  9.835478621216e+00	  1.505046484318e-10	 -5.030230869524e+00	  1.227030647006e-04	  0.000000000000e+00	
  1.074020880508e-04	  1.644992946868e-04	  7.047045989092e-05	  2.550131298745e-04	  9.845907074391e+00	  1.467792194731e-10	 -4.800638417059e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.073711472805e-04	  1.644683539003e-04	  7.047045987092e-05	  2.550131298021e-04	  9.845815570688e+00	  1.468098922217e-10	 -4.750707310273e+00	  1.225389291622e-04	  0.000000000000e+00	
  1.095464682044e-04	  1.575561866238e-04	  6.002055697522e-05	  2.159511104788e-04	  9.855309677214e+00	  1.434955136708e-10	 -4.963499730508e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.095211669068e-04	  1.575308853151e-04	  6.002055696136e-05	  2.159511104289e-04	  9.855236579657e+00	  1.435194531126e-10	 -4.972056790142e+00	  1.224042186078e-04	  0.000000000000e+00	
  1.115135493060e-04	  1.515594530065e-04	  5.070270001024e-05	  1.814001683088e-04	  9.863769163276e+00	  1.406019100526e-10	 -5.124803221029e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.114934330258e-04	  1.515393367190e-04	  5.070270000098e-05	  1.814001682757e-04	  9.863712264541e+00	  1.406201571371e-10	 -5.125360913975e+00	  1.222966776191e-04	  0.000000000000e+00	
  1.132902088296e-04	  1.464233459470e-04	  4.247738381419e-05	  1.511358511927e-04	  9.871283677415e+00	  1.380785427859e-10	 -4.992701879079e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.132746472794e-04	  1.464077843921e-04	  4.247738380821e-05	  1.511358511714e-04	  9.871240488582e+00	  1.380921363221e-10	 -4.964174219913e+00	  1.222131296492e-04	  0.000000000000e+00	
  1.148706432298e-04	  1.420603906856e-04	  3.528906595507e-05	  1.248835788123e-04	  9.877875503835e+00	  1.359005390573e-10	  8.334143259661e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.148589207653e-04	  1.420486682183e-04	  3.528906595134e-05	  1.248835787991e-04	  9.877843509934e+00	  1.359104444371e-10	  8.314777129388e+00	  1.221499206726e-04	  0.000000000000e+00	
  1.162558373040e-04	  1.383842378468e-04	  2.906972867360e-05	  1.023325333099e-04	  9.883587145946e+00	  1.340395844714e-10	 -5.038970145252e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.162472307536e-04	  1.383756312947e-04	  2.906972867135e-05	  1.023325333020e-04	  9.883563996292e+00	  1.340466496807e-10	 -5.027197518453e+00	  1.221033148632e-04	  0.000000000000e+00	
  1.174525911274e-04	  1.353118141940e-04	  2.374243005001e-05	  8.314900831899e-05	  9.888476778207e+00	  1.324653735819e-10	 -4.771567671589e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.174464270803e-04	  1.353056501459e-04	  2.374243004870e-05	  8.314900831440e-05	  9.888460404900e+00	  1.324703095308e-10	 -4.707319628553e+00	  1.220697969662e-04	  0.000000000000e+00	
  1.184722870101e-04	  1.327648342175e-04	  1.922470364699e-05	  6.698869496104e-05	  9.892613556996e+00	  1.311468769566e-10	  8.388479153888e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.184679768265e-04	  1.327605240334e-04	  1.922470364625e-05	  6.698869495846e-05	  9.892602229238e+00	  1.311502563595e-10	  8.384864060890e+00	  1.220462657259e-04	  0.000000000000e+00	
  1.193295675138e-04	  1.306707784997e-04	  1.543167576757e-05	  5.350751326172e-05	  9.896073170709e+00	  1.300533933287e-10	  8.461399534694e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.193266227061e-04	  1.306678336917e-04	  1.543167576716e-05	  5.350751326032e-05	  9.896065500103e+00	  1.300556617221e-10	  8.460266301619e+00	  1.220301264620e-04	  0.000000000000e+00	
  1.200410615369e-04	  1.289634551199e-04	  1.227879275272e-05	  4.237073273207e-05	  9.898933888397e+00	  1.291553821463e-10	 -5.155079042055e+00	  0.000000000000e+00	  0.000000000000e+00	
  1.200390943229e-04	  1.289614879057e-04	  1.227879275251e-05	  4.237073273133e-05	  9.898928801953e+00	  1.291568754410e-10	 -5.155227895847e+00	  1.220193045322e-04	  0.000000000000e+00	
  1.206242562235e-04	  1.275832438522e-04	  9.684093191216e-06	  3.326025624279e-05	  9.901273263494e+00	  1.284250857976e-10	  8.442558203867e+00	  0.000000000000e+00	  0.000000000000e+00	
